outcome,var,encoded,coef,odds_ratio,conf_lower,conf_upper,pval
SMMANY90PCT_ind,agegrp_at_event_ohe,1,1.1529864349449384,3.167638745024031,2.9232159694361353,3.432498769809637,0.0
SMMANY90PCT_ind,agegrp_at_event_ohe,2,0.25343436471897635,1.2884428094040532,1.1633222402298766,1.4270206617703542,1.1588183137511976e-06
SMMANY90PCT_ind,agegrp_at_event_ohe,3,0.6141804728734058,1.848141376768,1.7369917510994068,1.9664034364930294,0.0
SMMANY90PCT_ind,agegrp_at_event_ohe,4,0.12409491705085034,1.1321233237066326,1.061764440845741,1.207144608327268,0.00015018548496437134
SMMANY90PCT_ind,agegrp_at_event_ohe,5,0.22165817658333806,1.2481446598652126,1.1780721725840642,1.3223851035653609,5.5067062021407764e-14
SMMANY90PCT_ind,delivery_type_ohe,0,1.8335518561515642,6.2560678961643506,5.974053187267928,6.551395559187702,0.0
SMMANY90PCT_ind,los2up_ind,0,21.546480177291972,2277809738.726126,0.0,inf,0.9773763530369497
SMMANY90PCT_ind,los3up_ind,0,22.196344665645245,4362646325.8093405,2.1915540897983163e-288,8.684559989961132e+306,0.949327049023666
SMMANY90PCT_ind,los4up_ind,0,23.273521666506927,12810380637.535526,2.4979689420113487e-241,6.569571355294659e+260,0.9370176054490891
SMMANY90PCT_ind,los5up_ind,0,2.9361780426315947,18.843688733493156,18.089464280270917,19.629359918195377,0.0
SMMANY90PCT_ind,los6up_ind,0,2.713376915841264,15.080113903612897,14.442719535493582,15.745638124943845,0.0
SMMANY90PCT_ind,los7up_ind,0,2.603749163654462,13.51431053534762,12.883426598793594,14.176088003086834,0.0
SMMANY90PCT_ind,hist_HEP_ind,0,0.7428585531554263,2.1019354290245946,1.742794042264298,2.535085868235248,7.771561172376096e-15
SMMANY90PCT_ind,hist_IHD_ind,0,1.1900215962391567,3.287152196741549,2.315960031901011,4.665611416304716,2.73145950302478e-11
SMMANY90PCT_ind,hist_AST_ind,0,0.27656144868307536,1.3185879757229817,1.2253612589232357,1.4189074748854553,1.4410694859634532e-13
SMMANY90PCT_ind,hist_LIV_ind,0,0.8421653586091045,2.321388176343019,1.7778860560683807,3.0310396140808153,6.08526118384134e-10
SMMANY90PCT_ind,hist_AFIB_ind,0,1.457265761745111,4.2942020902222895,2.909028818088312,6.338944281682146,2.2315482794965646e-13
SMMANY90PCT_ind,hist_STR_ind,0,1.0691388571347265,2.912870022385467,1.5589762981023807,5.4425534099779505,0.0008016272405917402
SMMANY90PCT_ind,hist_CKD_ind,0,1.949290740223572,7.023704182678054,5.467273196436071,9.02322212065922,0.0
SMMANY90PCT_ind,hist_COPD_ind,0,-0.05152088467863425,0.9497838138253408,0.8480470736249938,1.0637254947990227,0.37277674641725267
SMMANY90PCT_ind,hist_HTN_ind,0,0.657263061878117,1.9295041674979398,1.7878492917183944,2.0823826424505634,0.0
SMMANY90PCT_ind,hist_HF_ind,0,1.839162335020663,6.291266079903368,4.509818345447983,8.77641311830067,0.0
SMMANY90PCT_ind,hist_AIDS_ind,0,0.6743101778927091,1.9626786097931466,1.052132334910933,3.661238417946402,0.03402682099398646
SMMANY90PCT_ind,hist_PVD_ind,0,1.0440998411874896,2.840840165050495,1.8451738745071868,4.373773634487199,2.1128512102119856e-06
SMMANY90PCT_ind,hist_RA_ind,0,0.47788887707594735,1.6126662692350489,1.2016747248226651,2.164223347805109,0.0014522711360238638
SMMANY90PCT_ind,hist_AD_ind,0,0.6170434111002481,1.8534400726644829,1.5585193292047692,2.204169071622196,2.985833802426896e-12
SMMANY90PCT_ind,hist_DM_ind,0,1.051767037012846,2.8627051573807822,2.600203972021396,3.151706906948412,0.0
SMMANY90PCT_ind,hist_COVID_ind,0,0.4584141132962923,1.5815638140734312,1.4157325376423135,1.7668196721339087,4.440892098500626e-16
SMMANY90PCT_ind,hist_SUB_ind,0,-21.370509528319953,5.234866809149422e-10,0.0,inf,0.9996860301733586
SMMANY90PCT_ind,hist_ALC_ind,0,-21.370486854849457,5.23498550309317e-10,0.0,inf,0.9999042401999763
SMMANY90PCT_ind,age_at_event,0,0.04285026247207965,1.0437815898735878,1.0402662078800178,1.0473088514326643,0.0
SMMANY90PCT_ind,los,0,-1.2289393652180813e-05,0.9999877106818621,0.9999764417469406,0.9999989797437756,0.03256144530313154
